Province,Year,Gender,Area_Type,Percentage
Maluku,2011,Male,Urban+Rural,25.23
Maluku,2011,Female,Urban,30.28
Maluku,2011,Female,Rural,25.31
Maluku,2011,Female,Urban+Rural,28.36
Maluku,2012,Male,Urban,20.8
Maluku,2012,Male,Rural,20.86
Maluku,2012,Male,Urban+Rural,20.84
Maluku,2012,Female,Urban,23.56
Maluku,2012,Female,Rural,23.08
Maluku,2012,Female,Urban+Rural,23.26
Maluku,2013,Male,Urban,18.31651189
Maluku,2013,Male,Rural,21.5659982
Maluku,2013,Male,Urban+Rural,20.32263529
Maluku,2013,Female,Urban,19.94182326
Maluku,2013,Female,Rural,22.19474471
Maluku,2013,Female,Urban+Rural,21.32320333
Maluku,2014,Male,Urban,19.22799461
Maluku,2014,Male,Rural,19.99270879
Maluku,2014,Male,Urban+Rural,19.69800542
Maluku,2014,Female,Urban,20.20938078
Maluku,2014,Female,Rural,20.69462551
Maluku,2014,Female,Urban+Rural,20.50546739
Maluku,2015,Male,Urban,16.57776061
Maluku,2015,Male,Rural,17.2138829
Maluku,2015,Male,Urban+Rural,16.96798189
Maluku,2015,Female,Urban,18.7705896
Maluku,2015,Female,Rural,17.87472853
Maluku,2015,Female,Urban+Rural,18.22537987
Maluku,2016,Male,Urban,16.48865098
Maluku,2016,Male,Rural,17.27896058
Maluku,2016,Male,Urban+Rural,16.96637512
Maluku,2016,Female,Urban,19.27013871
Maluku,2016,Female,Rural,17.7976543
Maluku,2016,Female,Urban+Rural,18.38828244
Maluku,2017,Male,Urban,18.73100683
Maluku,2017,Male,Rural,17.50361432
Maluku,2017,Male,Urban+Rural,18.00074071
Maluku,2017,Female,Urban,21.0840644
Maluku,2017,Female,Rural,19.57637613
Maluku,2017,Female,Urban+Rural,20.19325506
Maluku,2018,Male,Urban,18.12769124
Maluku,2018,Male,Rural,20.20784922
Maluku,2018,Male,Urban+Rural,19.3445778
Maluku,2018,Female,Urban,20.56827812
Maluku,2018,Female,Rural,20.7179256
Maluku,2018,Female,Urban+Rural,20.65510093
Maluku,2019,Male,Urban,19.14304481
Maluku,2019,Male,Rural,17.26355443
Maluku,2019,Male,Urban+Rural,18.09265929
Maluku,2019,Female,Urban,21.59463452
Maluku,2019,Female,Rural,19.97041513
Maluku,2019,Female,Urban+Rural,20.66735993
Maluku,2020,Male,Urban,15.84243246
Maluku,2020,Male,Rural,17.47386287
Maluku,2020,Male,Urban+Rural,16.74848713
Maluku,2020,Female,Urban,20.28896405
Maluku,2020,Female,Rural,20.49472638
Maluku,2020,Female,Urban+Rural,20.405556700000002
Maluku,2021,Male,Urban,15.07571041
Maluku,2021,Male,Rural,14.47006656
Maluku,2021,Male,Urban+Rural,14.73876395
Maluku,2021,Female,Urban,19.25215583
Maluku,2021,Female,Rural,17.27738271
Maluku,2021,Female,Urban+Rural,18.13800422
Maluku,2022,Male,Urban,12.61733808
Maluku,2022,Male,Rural,14.28715953
Maluku,2022,Male,Urban+Rural,13.5617678
Maluku,2022,Female,Urban,17.41341394
Maluku,2022,Female,Rural,16.55297618
Maluku,2022,Female,Urban+Rural,16.93505396
Maluku,2023,Male,Urban,18.74008415
Maluku,2023,Male,Rural,17.12530265
Maluku,2023,Male,Urban+Rural,17.81370717
Maluku,2023,Female,Urban,22.20104057
Maluku,2023,Female,Rural,18.79661752
Maluku,2023,Female,Urban+Rural,20.26840694
Maluku Utara,2009,Male,Urban,26.35
Maluku Utara,2009,Male,Rural,26.82
Maluku Utara,2009,Male,Urban+Rural,26.69
Maluku Utara,2009,Female,Urban,29.81
Maluku Utara,2009,Female,Rural,28
Maluku Utara,2009,Female,Urban+Rural,28.55
Maluku Utara,2010,Male,Urban,30.63
Maluku Utara,2010,Male,Rural,32.14
Maluku Utara,2010,Male,Urban+Rural,31.73
Maluku Utara,2010,Female,Urban,30.82
Maluku Utara,2010,Female,Rural,33.12
Maluku Utara,2010,Female,Urban+Rural,32.49
Maluku Utara,2011,Male,Urban,18
Maluku Utara,2011,Male,Rural,21.62
Maluku Utara,2011,Male,Urban+Rural,20.65
Maluku Utara,2011,Female,Urban,24.56
Maluku Utara,2011,Female,Rural,18.14
Maluku Utara,2011,Female,Urban+Rural,22.79
Maluku Utara,2012,Male,Urban,18.36
Maluku Utara,2012,Male,Rural,18.58
Maluku Utara,2012,Male,Urban+Rural,18.52
Maluku Utara,2012,Female,Urban,17.81
Maluku Utara,2012,Female,Rural,18.84
Maluku Utara,2012,Female,Urban+Rural,18.55
Maluku Utara,2013,Male,Urban,11.7665379
Maluku Utara,2013,Male,Rural,15.78113366
Maluku Utara,2013,Male,Urban+Rural,14.68758226
Maluku Utara,2013,Female,Urban,12.59913662
Maluku Utara,2013,Female,Rural,17.74363957
Maluku Utara,2013,Female,Urban+Rural,16.31801883
Maluku Utara,2014,Male,Urban,12.2797488
Maluku Utara,2014,Male,Rural,16.02714645
Maluku Utara,2014,Male,Urban+Rural,14.99757612
Maluku Utara,2014,Female,Urban,15.2033912
Maluku Utara,2014,Female,Rural,16.89791207
Maluku Utara,2014,Female,Urban+Rural,16.42711267
Maluku Utara,2015,Male,Urban,19.03502314
Maluku Utara,2015,Male,Rural,15.00981705
Maluku Utara,2015,Male,Urban+Rural,16.10301283
Maluku Utara,2015,Female,Urban,20.16863006
Maluku Utara,2015,Female,Rural,16.2841348
Maluku Utara,2015,Female,Urban+Rural,17.34354651
Maluku Utara,2016,Male,Urban,17.4358763
Maluku Utara,2016,Male,Rural,14.60001008
Maluku Utara,2016,Male,Urban+Rural,15.35974141
Maluku Utara,2016,Female,Urban,19.03228351
Maluku Utara,2016,Female,Rural,16.47855433
Maluku Utara,2016,Female,Urban+Rural,17.17369737
Maluku Utara,2017,Male,Urban,13.07556887
Maluku Utara,2017,Male,Rural,16.23334191
Maluku Utara,2017,Male,Urban+Rural,15.36629489
Maluku Utara,2017,Female,Urban,14.50216365
Maluku Utara,2017,Female,Rural,17.59630863
Maluku Utara,2017,Female,Urban+Rural,16.73739089
Maluku Utara,2018,Male,Urban,19.1683167
Maluku Utara,2018,Male,Rural,19.03682036
Maluku Utara,2018,Male,Urban+Rural,19.07418681
Maluku Utara,2018,Female,Urban,21.56904235
Maluku Utara,2018,Female,Rural,20.5599905
Maluku Utara,2018,Female,Urban+Rural,20.85076001
Maluku Utara,2019,Male,Urban,18.84783784
Maluku Utara,2019,Male,Rural,15.81895796
Maluku Utara,2019,Male,Urban+Rural,16.7029438
Maluku Utara,2019,Female,Urban,20.68531528
Maluku Utara,2019,Female,Rural,18.80568076
Maluku Utara,2019,Female,Urban+Rural,19.33633076
Maluku Utara,2020,Male,Urban,15.40529053
Maluku Utara,2020,Male,Rural,14.4785111
Maluku Utara,2020,Male,Urban+Rural,14.74884872
Maluku Utara,2020,Female,Urban,18.3269116
Maluku Utara,2020,Female,Rural,16.81991243
Maluku Utara,2020,Female,Urban+Rural,17.24666063
Maluku Utara,2021,Male,Urban,12.87122705
Maluku Utara,2021,Male,Rural,15.35215177
Maluku Utara,2021,Male,Urban+Rural,14.63426312
Maluku Utara,2021,Female,Urban,15.14647744
Maluku Utara,2021,Female,Rural,17.35019505
Maluku Utara,2021,Female,Urban+Rural,16.72920995
Maluku Utara,2022,Male,Urban,11.27732879
Maluku Utara,2022,Male,Rural,16.45226641
Maluku Utara,2022,Male,Urban+Rural,14.9818313
Maluku Utara,2022,Female,Urban,15.81641462
Maluku Utara,2022,Female,Rural,19.98522066
Maluku Utara,2022,Female,Urban+Rural,18.73965591
Maluku Utara,2023,Male,Urban,11.98331748
Maluku Utara,2023,Male,Rural,15.08087951
Maluku Utara,2023,Male,Urban+Rural,14.19763209
Maluku Utara,2023,Female,Urban,14.69588035
Maluku Utara,2023,Female,Rural,17.68663741
Maluku Utara,2023,Female,Urban+Rural,16.80896665
Papua Barat,2009,Male,Urban,34.72
Papua Barat,2009,Male,Rural,26.95
Papua Barat,2009,Male,Urban+Rural,29.24
Papua Barat,2009,Female,Urban,37.87
Papua Barat,2009,Female,Rural,28.3
Papua Barat,2009,Female,Urban+Rural,31.15
Papua Barat,2010,Male,Urban,31.61
Papua Barat,2010,Male,Rural,29.69
Papua Barat,2010,Male,Urban+Rural,30.27
Papua Barat,2010,Female,Urban,34.72
Papua Barat,2010,Female,Rural,32.11
Papua Barat,2010,Female,Urban+Rural,32.89
Papua Barat,2011,Male,Urban,22.93
Papua Barat,2011,Male,Rural,25.24
Papua Barat,2011,Male,Urban+Rural,24.53
Papua Barat,2011,Female,Urban,26.91
Papua Barat,2011,Female,Rural,25.56
Papua Barat,2011,Female,Urban+Rural,26.52
Papua Barat,2012,Male,Urban,17.82
Papua Barat,2012,Male,Rural,22.17
Papua Barat,2012,Male,Urban+Rural,20.5
Papua Barat,2012,Female,Urban,18.11
Papua Barat,2012,Female,Rural,24.18
Papua Barat,2012,Female,Urban+Rural,21.83
Papua Barat,2013,Male,Urban,22.10696565
Papua Barat,2013,Male,Rural,17.9753305
Papua Barat,2013,Male,Urban+Rural,19.29338809
Papua Barat,2013,Female,Urban,20.90980734
Papua Barat,2013,Female,Rural,19.37929679
Papua Barat,2013,Female,Urban+Rural,19.87181695
Papua Barat,2014,Male,Urban,21.99501369
Papua Barat,2014,Male,Rural,18.26618296
Papua Barat,2014,Male,Urban+Rural,19.45509673
Papua Barat,2014,Female,Urban,22.90591975
Papua Barat,2014,Female,Rural,20.91989544
Papua Barat,2014,Female,Urban+Rural,21.55403319
Papua Barat,2015,Male,Urban,19.48498473
Papua Barat,2015,Male,Rural,18.99536254
Papua Barat,2015,Male,Urban+Rural,19.18047485
Papua Barat,2015,Female,Urban,23.60796298
Papua Barat,2015,Female,Rural,20.57551057
Papua Barat,2015,Female,Urban+Rural,21.72308645
Papua Barat,2016,Male,Urban,15.51061265
Papua Barat,2016,Male,Rural,20.54998947
Papua Barat,2016,Male,Urban+Rural,18.61667556
Papua Barat,2016,Female,Urban,16.06038482
Papua Barat,2016,Female,Rural,21.06286067
Papua Barat,2016,Female,Urban+Rural,19.13483978
Papua Barat,2017,Male,Urban,19.67552884
Papua Barat,2017,Male,Rural,18.62786813
Papua Barat,2017,Male,Urban+Rural,19.037140870000002
Papua Barat,2017,Female,Urban,23.15881782
Papua Barat,2017,Female,Rural,22.18748624
Papua Barat,2017,Female,Urban+Rural,22.56637347
Papua Barat,2018,Male,Urban,21.66654057
Papua Barat,2018,Male,Rural,22.09638701
Papua Barat,2018,Male,Urban+Rural,21.92220238
Papua Barat,2018,Female,Urban,27.26274418
Papua Barat,2018,Female,Rural,24.40031658
Papua Barat,2018,Female,Urban+Rural,25.57113288
Papua Barat,2019,Male,Urban,22.2881766
Papua Barat,2019,Male,Rural,25.02525099
Papua Barat,2019,Male,Urban+Rural,23.86641841
Papua Barat,2019,Female,Urban,25.34222017
Papua Barat,2019,Female,Rural,27.29461948
Papua Barat,2019,Female,Urban+Rural,26.47805276
Papua Barat,2020,Male,Urban,17.73840575
Papua Barat,2020,Male,Rural,22.22924227
Papua Barat,2020,Male,Urban+Rural,20.32389916
Papua Barat,2020,Female,Urban,21.27543402
Papua Barat,2020,Female,Rural,23.64543474
Papua Barat,2020,Female,Urban+Rural,22.65045524
Papua Barat,2021,Male,Urban,25.97949512
Papua Barat,2021,Male,Rural,15.58522808
Papua Barat,2021,Male,Urban+Rural,20.0793086
Papua Barat,2021,Female,Urban,27.00100995
Papua Barat,2021,Female,Rural,17.33703874
Papua Barat,2021,Female,Urban+Rural,21.45935724
Papua Barat,2022,Male,Urban,16.80311782
Papua Barat,2022,Male,Rural,19.9974913
Papua Barat,2022,Male,Urban+Rural,18.6747656
Papua Barat,2022,Female,Urban,21.00010503
Papua Barat,2022,Female,Rural,22.01135305
Papua Barat,2022,Female,Urban+Rural,21.58774514
Papua Barat,2023,Male,Urban,16.5447765
Papua Barat,2023,Male,Rural,15.09048074
Papua Barat,2023,Male,Urban+Rural,15.69356192
Papua Barat,2023,Female,Urban,20.2357116
Papua Barat,2023,Female,Rural,15.92699036
Papua Barat,2023,Female,Urban+Rural,17.71929836
Papua,2009,Male,Urban,30.16
Papua,2009,Male,Rural,33.94
Papua,2009,Male,Urban+Rural,33.07
Papua,2009,Female,Urban,29.69
Papua,2009,Female,Rural,33.83
Papua,2009,Female,Urban+Rural,32.89
Papua,2010,Male,Urban,30.98
Papua,2010,Male,Rural,32.67
Papua,2010,Male,Urban+Rural,32.23
Papua,2010,Female,Urban,30.01
Papua,2010,Female,Rural,32.23
Papua,2010,Female,Urban+Rural,31.65
Papua,2011,Male,Urban,20.98
Papua,2011,Male,Rural,27.45
Papua,2011,Male,Urban+Rural,25.78
Papua,2011,Female,Urban,28.49
Papua,2011,Female,Rural,21.09
Papua,2011,Female,Urban+Rural,26.57
Papua,2012,Male,Urban,20.81
Papua,2012,Male,Rural,24.13
Papua,2012,Male,Urban+Rural,23.26
Papua,2012,Female,Urban,21.78
Papua,2012,Female,Rural,23.67
Papua,2012,Female,Urban+Rural,23.19
Papua,2013,Male,Urban,19.35575488
Papua,2013,Male,Rural,18.68421584
Papua,2013,Male,Urban+Rural,18.86022813
Papua,2013,Female,Urban,19.76545283
Papua,2013,Female,Rural,18.99870275
Papua,2013,Female,Urban+Rural,19.19189204
Papua,2014,Male,Urban,18.07277991
Papua,2014,Male,Rural,18.6776857
Papua,2014,Male,Urban+Rural,18.52044981
Papua,2014,Female,Urban,18.00107512
Papua,2014,Female,Rural,18.46766135
Papua,2014,Female,Urban+Rural,18.34963002
Papua,2015,Male,Urban,19.85549271
Papua,2015,Male,Rural,16.45097878
Papua,2015,Male,Urban+Rural,17.3721754
Papua,2015,Female,Urban,22.71302824
Papua,2015,Female,Rural,16.70529106
Papua,2015,Female,Urban+Rural,18.25824521
Papua,2016,Male,Urban,20.11279105
Papua,2016,Male,Rural,14.71537426
Papua,2016,Male,Urban+Rural,16.16354527
Papua,2016,Female,Urban,23.23942912
Papua,2016,Female,Rural,15.07035566
Papua,2016,Female,Urban+Rural,17.16544568
Papua,2017,Male,Urban,22.2151005
Papua,2017,Male,Rural,14.46691069
Papua,2017,Male,Urban+Rural,16.6033379
Papua,2017,Female,Urban,23.01360663
Papua,2017,Female,Rural,14.10179374
Papua,2017,Female,Urban+Rural,16.4586207
Papua,2018,Male,Urban,19.97747045
Papua,2018,Male,Rural,16.38931408
Papua,2018,Male,Urban+Rural,17.40215176
Papua,2018,Female,Urban,21.03707896
Papua,2018,Female,Rural,16.62021917
Papua,2018,Female,Urban+Rural,17.8151688
Papua,2019,Male,Urban,16.73503474
Papua,2019,Male,Rural,14.16812101
Papua,2019,Male,Urban+Rural,14.91978953
Papua,2019,Female,Urban,18.69994258
Papua,2019,Female,Rural,14.28980147
Papua,2019,Female,Urban+Rural,15.51652194
Papua,2020,Male,Urban,16.78582513
Papua,2020,Male,Rural,15.85495901
Papua,2020,Male,Urban+Rural,16.12744827
Papua,2020,Female,Urban,17.50900505
Papua,2020,Female,Rural,16.01841474
Papua,2020,Female,Urban+Rural,16.43229995
Papua,2021,Male,Urban,12.34055821
Papua,2021,Male,Rural,12.32773557
Papua,2021,Male,Urban+Rural,12.33147069
Papua,2021,Female,Urban,14.19971264
Papua,2021,Female,Rural,12.79822593
Papua,2021,Female,Urban+Rural,13.19500987
Papua,2022,Male,Urban,13.27224694
Papua,2022,Male,Rural,9.452849808
Papua,2022,Male,Urban+Rural,10.52255688
Papua,2022,Female,Urban,14.57594269
Papua,2022,Female,Rural,9.928039706
Papua,2022,Female,Urban+Rural,11.20679268
Papua,2023,Male,Urban,18.28708744
Papua,2023,Male,Rural,10.26859454
Papua,2023,Male,Urban+Rural,12.6322533
Papua,2023,Female,Urban,18.994557790000002
Papua,2023,Female,Rural,10.03223305
Papua,2023,Female,Urban+Rural,12.65465816
