Province,Year,Gender,Area_Type,Percentage
Jawa Tengah,2016,Female,Urban+Rural,34.38104589
Jawa Tengah,2017,Male,Urban,31.216325
Jawa Tengah,2017,Male,Rural,31.40953611
Jawa Tengah,2017,Male,Urban+Rural,31.31448285
Jawa Tengah,2017,Female,Urban,34.41078571
Jawa Tengah,2017,Female,Rural,33.81729932
Jawa Tengah,2017,Female,Urban+Rural,34.1103097
Jawa Tengah,2018,Male,Urban,32.98067195
Jawa Tengah,2018,Male,Rural,31.71187387
Jawa Tengah,2018,Male,Urban+Rural,32.36097928
Jawa Tengah,2018,Female,Urban,36.87884404
Jawa Tengah,2018,Female,Rural,35.72383386
Jawa Tengah,2018,Female,Urban+Rural,36.31670125
Jawa Tengah,2019,Male,Urban,32.07356813
Jawa Tengah,2019,Male,Rural,37.66287397
Jawa Tengah,2019,Male,Urban+Rural,34.74553188
Jawa Tengah,2019,Female,Urban,36.67264815
Jawa Tengah,2019,Female,Rural,41.13178938
Jawa Tengah,2019,Female,Urban+Rural,38.88771426
Jawa Tengah,2020,Male,Urban,33.93612098
Jawa Tengah,2020,Male,Rural,33.73830957
Jawa Tengah,2020,Male,Urban+Rural,33.84166363
Jawa Tengah,2020,Female,Urban,37.1420775
Jawa Tengah,2020,Female,Rural,37.64495058
Jawa Tengah,2020,Female,Urban+Rural,37.39177214
Jawa Tengah,2021,Male,Urban,32.05680421
Jawa Tengah,2021,Male,Rural,25.16330815
Jawa Tengah,2021,Male,Urban+Rural,28.79193428
Jawa Tengah,2021,Female,Urban,33.56204262
Jawa Tengah,2021,Female,Rural,27.95580794
Jawa Tengah,2021,Female,Urban+Rural,30.80342195
Jawa Tengah,2022,Male,Urban,30.67385014
Jawa Tengah,2022,Male,Rural,34.07764707
Jawa Tengah,2022,Male,Urban+Rural,32.30649364
Jawa Tengah,2022,Female,Urban,36.49791633
Jawa Tengah,2022,Female,Rural,39.12592968
Jawa Tengah,2022,Female,Urban+Rural,37.74745239
Jawa Tengah,2023,Male,Urban,28.34937361
Jawa Tengah,2023,Male,Rural,27.29711998
Jawa Tengah,2023,Male,Urban+Rural,27.85181409
Jawa Tengah,2023,Female,Urban,32.94260499
Jawa Tengah,2023,Female,Rural,31.86989795
Jawa Tengah,2023,Female,Urban+Rural,32.43896149
DI Yogyakarta,2009,Male,Urban,39.96
DI Yogyakarta,2009,Male,Rural,42.16
DI Yogyakarta,2009,Male,Urban+Rural,40.74
DI Yogyakarta,2009,Female,Urban,40.96
DI Yogyakarta,2009,Female,Rural,43.54
DI Yogyakarta,2009,Female,Urban+Rural,41.87
DI Yogyakarta,2010,Male,Urban,38.5
DI Yogyakarta,2010,Male,Rural,41.38
DI Yogyakarta,2010,Male,Urban+Rural,39.46
DI Yogyakarta,2010,Female,Urban,40.35
DI Yogyakarta,2010,Female,Rural,41.58
DI Yogyakarta,2010,Female,Urban+Rural,40.77
DI Yogyakarta,2011,Male,Urban,38.36
DI Yogyakarta,2011,Male,Rural,35.71
DI Yogyakarta,2011,Male,Urban+Rural,37.48
DI Yogyakarta,2011,Female,Urban,36.57
DI Yogyakarta,2011,Female,Rural,38.03
DI Yogyakarta,2011,Female,Urban+Rural,37.54
DI Yogyakarta,2012,Male,Urban,34.98
DI Yogyakarta,2012,Male,Rural,36.14
DI Yogyakarta,2012,Male,Urban+Rural,35.36
DI Yogyakarta,2012,Female,Urban,37.62
DI Yogyakarta,2012,Female,Rural,36.86
DI Yogyakarta,2012,Female,Urban+Rural,37.36
DI Yogyakarta,2013,Male,Urban,36.57424787
DI Yogyakarta,2013,Male,Rural,33.04965549
DI Yogyakarta,2013,Male,Urban+Rural,35.39918541
DI Yogyakarta,2013,Female,Urban,38.37188588
DI Yogyakarta,2013,Female,Rural,36.88640307
DI Yogyakarta,2013,Female,Urban+Rural,37.86093067
DI Yogyakarta,2014,Male,Urban,41.04246545
DI Yogyakarta,2014,Male,Rural,44.65518588
DI Yogyakarta,2014,Male,Urban+Rural,42.25837523
DI Yogyakarta,2014,Female,Urban,42.30166465
DI Yogyakarta,2014,Female,Rural,42.29135346
DI Yogyakarta,2014,Female,Urban+Rural,42.29810906
DI Yogyakarta,2015,Male,Urban,37.76840428
DI Yogyakarta,2015,Male,Rural,41.30569239
DI Yogyakarta,2015,Male,Urban+Rural,38.92829325
DI Yogyakarta,2015,Female,Urban,39.18955382
DI Yogyakarta,2015,Female,Rural,42.21143728
DI Yogyakarta,2015,Female,Urban+Rural,40.22206182
DI Yogyakarta,2016,Male,Urban,33.6227176
DI Yogyakarta,2016,Male,Rural,36.45384205
DI Yogyakarta,2016,Male,Urban+Rural,34.50272206
DI Yogyakarta,2016,Female,Urban,37.02862043
DI Yogyakarta,2016,Female,Rural,38.22923006
DI Yogyakarta,2016,Female,Urban+Rural,37.42277976
DI Yogyakarta,2017,Male,Urban,29.74300181
DI Yogyakarta,2017,Male,Rural,33.39910166
DI Yogyakarta,2017,Male,Urban+Rural,30.81778756
DI Yogyakarta,2017,Female,Urban,33.63882234
DI Yogyakarta,2017,Female,Rural,38.02569852
DI Yogyakarta,2017,Female,Urban+Rural,34.95420916
DI Yogyakarta,2018,Male,Urban,34.19168397
DI Yogyakarta,2018,Male,Rural,33.88027081
DI Yogyakarta,2018,Male,Urban+Rural,34.1092662
DI Yogyakarta,2018,Female,Urban,36.1691603
DI Yogyakarta,2018,Female,Rural,37.36342494
DI Yogyakarta,2018,Female,Urban+Rural,36.49807593
DI Yogyakarta,2019,Male,Urban,32.35542237
DI Yogyakarta,2019,Male,Rural,37.38082564
DI Yogyakarta,2019,Male,Urban+Rural,33.66313183
DI Yogyakarta,2019,Female,Urban,37.30052646
DI Yogyakarta,2019,Female,Rural,38.55200586
DI Yogyakarta,2019,Female,Urban+Rural,37.65071419
DI Yogyakarta,2020,Male,Urban,35.6023599
DI Yogyakarta,2020,Male,Rural,36.45553439
DI Yogyakarta,2020,Male,Urban+Rural,35.82382537
DI Yogyakarta,2020,Female,Urban,39.5405841
DI Yogyakarta,2020,Female,Rural,42.15318261
DI Yogyakarta,2020,Female,Urban+Rural,40.27204119
DI Yogyakarta,2021,Male,Urban,31.64084587
DI Yogyakarta,2021,Male,Rural,23.16328686
DI Yogyakarta,2021,Male,Urban+Rural,29.50816964
DI Yogyakarta,2021,Female,Urban,32.25842515
DI Yogyakarta,2021,Female,Rural,27.07877928
DI Yogyakarta,2021,Female,Urban+Rural,30.88225422
DI Yogyakarta,2022,Male,Urban,31.17351671
DI Yogyakarta,2022,Male,Rural,38.33923175
DI Yogyakarta,2022,Male,Urban+Rural,32.97872404
DI Yogyakarta,2022,Female,Urban,36.2481767
DI Yogyakarta,2022,Female,Rural,45.11419946
DI Yogyakarta,2022,Female,Urban+Rural,38.58678407
DI Yogyakarta,2023,Male,Urban,24.51120357
DI Yogyakarta,2023,Male,Rural,26.67263637
DI Yogyakarta,2023,Male,Urban+Rural,25.03520228
DI Yogyakarta,2023,Female,Urban,29.16832308
DI Yogyakarta,2023,Female,Rural,27.97159344
DI Yogyakarta,2023,Female,Urban+Rural,28.86027181
Jawa Timur,2009,Male,Urban,32.07
Jawa Timur,2009,Male,Rural,31.02
Jawa Timur,2009,Male,Urban+Rural,31.53
Jawa Timur,2009,Female,Urban,33.57
Jawa Timur,2009,Female,Rural,31.61
Jawa Timur,2009,Female,Urban+Rural,32.57
Jawa Timur,2010,Male,Urban,27.82
Jawa Timur,2010,Male,Rural,27.93
Jawa Timur,2010,Male,Urban+Rural,27.88
Jawa Timur,2010,Female,Urban,29.2
Jawa Timur,2010,Female,Rural,28.87
Jawa Timur,2010,Female,Urban+Rural,29.03
Jawa Timur,2011,Male,Urban,26.51
Jawa Timur,2011,Male,Rural,26.97
Jawa Timur,2011,Male,Urban+Rural,26.75
Jawa Timur,2011,Female,Urban,28.21
Jawa Timur,2011,Female,Rural,27.02
Jawa Timur,2011,Female,Urban+Rural,27.64
Jawa Timur,2012,Male,Urban,25.69
Jawa Timur,2012,Male,Rural,25.58
Jawa Timur,2012,Male,Urban+Rural,25.63
Jawa Timur,2012,Female,Urban,28.09
Jawa Timur,2012,Female,Rural,28.28
Jawa Timur,2012,Female,Urban+Rural,28.19
Jawa Timur,2013,Male,Urban,27.19080088
Jawa Timur,2013,Male,Rural,26.40617356
Jawa Timur,2013,Male,Urban+Rural,26.78212992
Jawa Timur,2013,Female,Urban,28.64152629
Jawa Timur,2013,Female,Rural,28.082277
Jawa Timur,2013,Female,Urban+Rural,28.34810736
Jawa Timur,2014,Male,Urban,28.74173209
Jawa Timur,2014,Male,Rural,30.28643954
Jawa Timur,2014,Male,Urban+Rural,29.5462094
Jawa Timur,2014,Female,Urban,30.238079
Jawa Timur,2014,Female,Rural,31.42059834
Jawa Timur,2014,Female,Urban+Rural,30.85812198
Jawa Timur,2015,Male,Urban,32.3183981
Jawa Timur,2015,Male,Rural,32.32678314
Jawa Timur,2015,Male,Urban+Rural,32.32273942
Jawa Timur,2015,Female,Urban,34.25950126
Jawa Timur,2015,Female,Rural,34.79869699
Jawa Timur,2015,Female,Urban+Rural,34.5410662
Jawa Timur,2016,Male,Urban,29.33793808
Jawa Timur,2016,Male,Rural,27.78974329
Jawa Timur,2016,Male,Urban+Rural,28.55244118
Jawa Timur,2016,Female,Urban,31.84219097
Jawa Timur,2016,Female,Rural,30.52416448
Jawa Timur,2016,Female,Urban+Rural,31.16681555
Jawa Timur,2017,Male,Urban,29.78347959
Jawa Timur,2017,Male,Rural,30.58203023
Jawa Timur,2017,Male,Urban+Rural,30.1734263
Jawa Timur,2017,Female,Urban,32.70407443
Jawa Timur,2017,Female,Rural,32.80460242
Jawa Timur,2017,Female,Urban+Rural,32.75354964
Jawa Timur,2018,Male,Urban,31.52586597
Jawa Timur,2018,Male,Rural,33.13269163
Jawa Timur,2018,Male,Urban+Rural,32.28837987
Jawa Timur,2018,Female,Urban,35.11605961
Jawa Timur,2018,Female,Rural,35.44924158
Jawa Timur,2018,Female,Urban+Rural,35.27541353
Jawa Timur,2019,Male,Urban,33.4043739
Jawa Timur,2019,Male,Rural,35.28077492
Jawa Timur,2019,Male,Urban+Rural,34.25831556
Jawa Timur,2019,Female,Urban,36.22958375
Jawa Timur,2019,Female,Rural,37.61218166
Jawa Timur,2019,Female,Urban+Rural,36.88669498
Jawa Timur,2020,Male,Urban,31.13505364
Jawa Timur,2020,Male,Rural,31.48377191
Jawa Timur,2020,Male,Urban+Rural,31.2936265
Jawa Timur,2020,Female,Urban,34.21896967
Jawa Timur,2020,Female,Rural,34.34400464
Jawa Timur,2020,Female,Urban+Rural,34.2783587
Jawa Timur,2021,Male,Urban,30.90561819
Jawa Timur,2021,Male,Rural,22.89264131
Jawa Timur,2021,Male,Urban+Rural,27.35441687
Jawa Timur,2021,Female,Urban,33.14889215
Jawa Timur,2021,Female,Rural,25.73173594
Jawa Timur,2021,Female,Urban+Rural,29.7227784
Jawa Timur,2022,Male,Urban,27.31348006
Jawa Timur,2022,Male,Rural,33.86534312
Jawa Timur,2022,Male,Urban+Rural,30.22966696
Jawa Timur,2022,Female,Urban,30.91560842
Jawa Timur,2022,Female,Rural,37.48126223
Jawa Timur,2022,Female,Urban+Rural,33.87678854
Jawa Timur,2023,Male,Urban,25.51458192
Jawa Timur,2023,Male,Rural,25.97239982
Jawa Timur,2023,Male,Urban+Rural,25.71374325
Jawa Timur,2023,Female,Urban,29.0620105
Jawa Timur,2023,Female,Rural,28.60450744
Jawa Timur,2023,Female,Urban+Rural,28.85947071
Banten,2009,Male,Urban,37.87
Banten,2009,Male,Rural,35.8
Banten,2009,Male,Urban+Rural,37.04
Banten,2009,Female,Urban,37.7
Banten,2009,Female,Rural,39.55
Banten,2009,Female,Urban+Rural,38.43
Banten,2010,Male,Urban,32.26
Banten,2010,Male,Rural,33.04
Banten,2010,Male,Urban+Rural,32.52
Banten,2010,Female,Urban,33.17
Banten,2010,Female,Rural,34.29
Banten,2010,Female,Urban+Rural,33.53
Banten,2011,Male,Urban,33.09
Banten,2011,Male,Rural,33.83
Banten,2011,Male,Urban+Rural,33.34
Banten,2011,Female,Urban,36.57
Banten,2011,Female,Rural,33.84
Banten,2011,Female,Urban+Rural,34.73
Banten,2012,Male,Urban,28.36
Banten,2012,Male,Rural,30.98
Banten,2012,Male,Urban+Rural,29.21
Banten,2012,Female,Urban,30.11
Banten,2012,Female,Rural,34.89
Banten,2012,Female,Urban+Rural,31.64
Banten,2013,Male,Urban,27.62429647
Banten,2013,Male,Rural,30.57593044
Banten,2013,Male,Urban+Rural,28.5728532
Banten,2013,Female,Urban,28.32782102
Banten,2013,Female,Rural,32.37534989
Banten,2013,Female,Urban+Rural,29.61611731
Banten,2014,Male,Urban,26.87071185
Banten,2014,Male,Rural,33.0097914
Banten,2014,Male,Urban+Rural,28.8264171
Banten,2014,Female,Urban,28.233191
Banten,2014,Female,Rural,34.32576594
Banten,2014,Female,Urban+Rural,30.15412852
Banten,2015,Male,Urban,28.9669396
Banten,2015,Male,Rural,30.39932928
Banten,2015,Male,Urban+Rural,29.42372563
Banten,2015,Female,Urban,30.94287295
Banten,2015,Female,Rural,32.06283526
Banten,2015,Female,Urban+Rural,31.29710902
Banten,2016,Male,Urban,28.60920219
Banten,2016,Male,Rural,26.29298731
Banten,2016,Male,Urban+Rural,27.88673801
Banten,2016,Female,Urban,28.94993851
Banten,2016,Female,Rural,28.26012434
Banten,2016,Female,Urban+Rural,28.73633804
Banten,2017,Male,Urban,26.08980713
Banten,2017,Male,Rural,26.80917958
Banten,2017,Male,Urban+Rural,26.30739865
Banten,2017,Female,Urban,28.60453564
Banten,2017,Female,Rural,29.12568
Banten,2017,Female,Urban+Rural,28.76071188
Banten,2018,Male,Urban,29.57509788
Banten,2018,Male,Rural,34.0243548
Banten,2018,Male,Urban+Rural,30.86631852
Banten,2018,Female,Urban,31.61994724
Banten,2018,Female,Rural,39.96001182
Banten,2018,Female,Urban+Rural,34.01727733
Banten,2019,Male,Urban,31.33644438
Banten,2019,Male,Rural,35.68859542
Banten,2019,Male,Urban+Rural,32.54713035
Banten,2019,Female,Urban,34.77188881
Banten,2019,Female,Rural,39.31096176
Banten,2019,Female,Urban+Rural,36.10633987
Banten,2020,Male,Urban,28.37395539
Banten,2020,Male,Rural,34.5646122
Banten,2020,Male,Urban+Rural,30.07800317
Banten,2020,Female,Urban,32.86114206
Banten,2020,Female,Rural,38.31873577
Banten,2020,Female,Urban+Rural,34.44959833
Banten,2021,Male,Urban,30.37436436
Banten,2021,Male,Rural,20.64419445
Banten,2021,Male,Urban+Rural,27.66111578
Banten,2021,Female,Urban,31.26839177
Banten,2021,Female,Rural,24.08444301
Banten,2021,Female,Urban+Rural,29.18941458
Banten,2022,Male,Urban,18.65600562
Banten,2022,Male,Rural,30.84629756
Banten,2022,Male,Urban+Rural,21.73186657
Banten,2022,Female,Urban,22.23787312
Banten,2022,Female,Rural,35.79989803
Banten,2022,Female,Urban+Rural,25.57668259
Banten,2023,Male,Urban,24.55753266
Banten,2023,Male,Rural,28.48826812
Banten,2023,Male,Urban+Rural,25.44662977
Banten,2023,Female,Urban,27.7638405
Banten,2023,Female,Rural,31.66755578
Banten,2023,Female,Urban+Rural,28.6248374
Bali,2009,Male,Urban,34.96
Bali,2009,Male,Rural,41.95
Bali,2009,Male,Urban+Rural,37.92
Bali,2009,Female,Urban,35.78
Bali,2009,Female,Rural,42.88
Bali,2009,Female,Urban+Rural,38.77
Bali,2010,Male,Urban,35.71
Bali,2010,Male,Rural,45.17
Bali,2010,Male,Urban+Rural,39.5
Bali,2010,Female,Urban,36.57
Bali,2010,Female,Rural,47.17
Bali,2010,Female,Urban+Rural,40.76
Bali,2011,Male,Urban,33.66
Bali,2011,Male,Rural,41.45
Bali,2011,Male,Urban+Rural,36.78
Bali,2011,Female,Urban,42.62
Bali,2011,Female,Rural,34.01
Bali,2011,Female,Urban+Rural,37.42
Bali,2012,Male,Urban,30.7
Bali,2012,Male,Rural,41.1
Bali,2012,Male,Urban+Rural,34.78
Bali,2012,Female,Urban,32.56
Bali,2012,Female,Rural,41.94
Bali,2012,Female,Urban+Rural,36.3
Bali,2013,Male,Urban,30.82984049
Bali,2013,Male,Rural,39.656662
Bali,2013,Male,Urban+Rural,34.28408771
Bali,2013,Female,Urban,31.55789768
Bali,2013,Female,Rural,41.45171632
Bali,2013,Female,Urban+Rural,35.48871001
Bali,2014,Male,Urban,29.73268443
Bali,2014,Male,Rural,44.44979492
Bali,2014,Male,Urban+Rural,35.47364346
Bali,2014,Female,Urban,31.64366158
Bali,2014,Female,Rural,45.19254103
Bali,2014,Female,Urban+Rural,37.01575357
Bali,2015,Male,Urban,32.33495621
Bali,2015,Male,Rural,38.40102108
Bali,2015,Male,Urban+Rural,34.65151267
Bali,2015,Female,Urban,33.05656365
Bali,2015,Female,Rural,40.49492737
Bali,2015,Female,Urban+Rural,35.94497351
Bali,2016,Male,Urban,28.23273402
Bali,2016,Male,Rural,35.24570279
Bali,2016,Male,Urban+Rural,30.80479057
Bali,2016,Female,Urban,28.80848846
Bali,2016,Female,Rural,36.17134547
Bali,2016,Female,Urban+Rural,31.56645345
Bali,2017,Male,Urban,25.55815442
Bali,2017,Male,Rural,32.14072321
Bali,2017,Male,Urban+Rural,27.91599673
Bali,2017,Female,Urban,27.33294061
Bali,2017,Female,Rural,34.39245283
Bali,2017,Female,Urban+Rural,29.89468187
Bali,2018,Male,Urban,26.25166904
Bali,2018,Male,Rural,34.50610583
Bali,2018,Male,Urban+Rural,29.01163119
Bali,2018,Female,Urban,28.81808647
Bali,2018,Female,Rural,37.14729481
Bali,2018,Female,Urban+Rural,31.65564836
Bali,2019,Male,Urban,26.4274731
Bali,2019,Male,Rural,32.22654954
Bali,2019,Male,Urban+Rural,28.16618728
Bali,2019,Female,Urban,27.34208185
Bali,2019,Female,Rural,32.13086861
Bali,2019,Female,Urban+Rural,28.89319448
Bali,2020,Male,Urban,23.17982199
Bali,2020,Male,Rural,29.06775206
Bali,2020,Male,Urban+Rural,24.94143888
Bali,2020,Female,Urban,24.08841525
Bali,2020,Female,Rural,30.13105302
Bali,2020,Female,Urban+Rural,26.03342173
Bali,2021,Male,Urban,24.18484161
Bali,2021,Male,Rural,20.83983938
Bali,2021,Male,Urban+Rural,23.2321979
Bali,2021,Female,Urban,25.39531129
Bali,2021,Female,Rural,20.8761916
Bali,2021,Female,Urban+Rural,24.02137158
Bali,2022,Male,Urban,17.14825906
Bali,2022,Male,Rural,24.18191943
Bali,2022,Male,Urban+Rural,19.14164155
Bali,2022,Female,Urban,18.81954148
Bali,2022,Female,Rural,26.05892884
Bali,2022,Female,Urban+Rural,20.92075022
Bali,2023,Male,Urban,20.48079116
Bali,2023,Male,Rural,25.03748923
Bali,2023,Male,Urban+Rural,21.7368059
Bali,2023,Female,Urban,22.33877195
Bali,2023,Female,Rural,26.61252989
Bali,2023,Female,Urban+Rural,23.54662365
Nusa Tenggara Barat,2009,Male,Urban,40.4
Nusa Tenggara Barat,2009,Male,Rural,37.95
Nusa Tenggara Barat,2009,Male,Urban+Rural,38.98
Nusa Tenggara Barat,2009,Female,Urban,40.81
Nusa Tenggara Barat,2009,Female,Rural,39.67
Nusa Tenggara Barat,2009,Female,Urban+Rural,40.14
Nusa Tenggara Barat,2010,Male,Urban,42.75
Nusa Tenggara Barat,2010,Male,Rural,34.11
Nusa Tenggara Barat,2010,Male,Urban+Rural,37.7
Nusa Tenggara Barat,2010,Female,Urban,43.55
Nusa Tenggara Barat,2010,Female,Rural,34.84
Nusa Tenggara Barat,2010,Female,Urban+Rural,38.49
Nusa Tenggara Barat,2011,Male,Urban,35.35
Nusa Tenggara Barat,2011,Male,Rural,33.55
Nusa Tenggara Barat,2011,Male,Urban+Rural,34.29
Nusa Tenggara Barat,2011,Female,Urban,33.55
Nusa Tenggara Barat,2011,Female,Rural,37.4
Nusa Tenggara Barat,2011,Female,Urban+Rural,35.17
Nusa Tenggara Barat,2012,Male,Urban,35.41
Nusa Tenggara Barat,2012,Male,Rural,32.98
Nusa Tenggara Barat,2012,Male,Urban+Rural,33.99
Nusa Tenggara Barat,2012,Female,Urban,34.23
Nusa Tenggara Barat,2012,Female,Rural,33.94
Nusa Tenggara Barat,2012,Female,Urban+Rural,34.07
Nusa Tenggara Barat,2013,Male,Urban,33.80605232
Nusa Tenggara Barat,2013,Male,Rural,33.57447897
Nusa Tenggara Barat,2013,Male,Urban+Rural,33.67133013
Nusa Tenggara Barat,2013,Female,Urban,35.43854905
Nusa Tenggara Barat,2013,Female,Rural,35.85194348
Nusa Tenggara Barat,2013,Female,Urban+Rural,35.67810632
Nusa Tenggara Barat,2014,Male,Urban,36.03364039
Nusa Tenggara Barat,2014,Male,Rural,36.03774811
Nusa Tenggara Barat,2014,Male,Urban+Rural,36.03602925
Nusa Tenggara Barat,2014,Female,Urban,38.03778743
Nusa Tenggara Barat,2014,Female,Rural,38.25945772
Nusa Tenggara Barat,2014,Female,Urban+Rural,38.16617376
Nusa Tenggara Barat,2015,Male,Urban,35.25844988
Nusa Tenggara Barat,2015,Male,Rural,33.0669578
Nusa Tenggara Barat,2015,Male,Urban+Rural,33.99034512
Nusa Tenggara Barat,2015,Female,Urban,37.32225807
Nusa Tenggara Barat,2015,Female,Rural,34.48874259
Nusa Tenggara Barat,2015,Female,Urban+Rural,35.69025887
Nusa Tenggara Barat,2016,Male,Urban,34.57367426
Nusa Tenggara Barat,2016,Male,Rural,33.37245686
Nusa Tenggara Barat,2016,Male,Urban+Rural,33.89148961
Nusa Tenggara Barat,2016,Female,Urban,36.09701141
Nusa Tenggara Barat,2016,Female,Rural,34.771661279999996
Nusa Tenggara Barat,2016,Female,Urban+Rural,35.34841611
Nusa Tenggara Barat,2017,Male,Urban,28.42529783
Nusa Tenggara Barat,2017,Male,Rural,29.13639232
Nusa Tenggara Barat,2017,Male,Urban+Rural,28.81953759
Nusa Tenggara Barat,2017,Female,Urban,33.18658781
Nusa Tenggara Barat,2017,Female,Rural,32.55412679
Nusa Tenggara Barat,2017,Female,Urban+Rural,32.83763713
Nusa Tenggara Barat,2018,Male,Urban,38.02477601
Nusa Tenggara Barat,2018,Male,Rural,35.45698647
Nusa Tenggara Barat,2018,Male,Urban+Rural,36.64752165
Nusa Tenggara Barat,2018,Female,Urban,41.12851012
Nusa Tenggara Barat,2018,Female,Rural,39.92729242
Nusa Tenggara Barat,2018,Female,Urban+Rural,40.48700091
Nusa Tenggara Barat,2019,Male,Urban,40.75967433
Nusa Tenggara Barat,2019,Male,Rural,47.09613731
Nusa Tenggara Barat,2019,Male,Urban+Rural,43.98117964
Nusa Tenggara Barat,2019,Female,Urban,41.60571055
Nusa Tenggara Barat,2019,Female,Rural,47.65940059
Nusa Tenggara Barat,2019,Female,Urban+Rural,44.7811396
Nusa Tenggara Barat,2020,Male,Urban,41.21054801
Nusa Tenggara Barat,2020,Male,Rural,42.69181576
Nusa Tenggara Barat,2020,Male,Urban+Rural,41.96277739
Nusa Tenggara Barat,2020,Female,Urban,45.14279439
Nusa Tenggara Barat,2020,Female,Rural,46.64672328
Nusa Tenggara Barat,2020,Female,Urban+Rural,45.93100657
Nusa Tenggara Barat,2021,Male,Urban,38.06249188
Nusa Tenggara Barat,2021,Male,Rural,41.6995059
Nusa Tenggara Barat,2021,Male,Urban+Rural,39.86599206
Nusa Tenggara Barat,2021,Female,Urban,42.00352476
Nusa Tenggara Barat,2021,Female,Rural,46.64073739
Nusa Tenggara Barat,2021,Female,Urban+Rural,44.36420266
Nusa Tenggara Barat,2022,Male,Urban,38.47073685
Nusa Tenggara Barat,2022,Male,Rural,45.54530736
Nusa Tenggara Barat,2022,Male,Urban+Rural,41.98414086
Nusa Tenggara Barat,2022,Female,Urban,41.70725976
Nusa Tenggara Barat,2022,Female,Rural,50.82575766
Nusa Tenggara Barat,2022,Female,Urban+Rural,46.20701688
Nusa Tenggara Barat,2023,Male,Urban,37.56744197
Nusa Tenggara Barat,2023,Male,Rural,36.54151201
Nusa Tenggara Barat,2023,Male,Urban+Rural,37.06566815
Nusa Tenggara Barat,2023,Female,Urban,42.02493621
Nusa Tenggara Barat,2023,Female,Rural,41.30750819
Nusa Tenggara Barat,2023,Female,Urban+Rural,41.67853336
Nusa Tenggara Timur,2009,Male,Urban,43.59
Nusa Tenggara Timur,2009,Male,Rural,46.65
Nusa Tenggara Timur,2009,Male,Urban+Rural,46.13
Nusa Tenggara Timur,2009,Female,Urban,42.35
Nusa Tenggara Timur,2009,Female,Rural,49.53
Nusa Tenggara Timur,2009,Female,Urban+Rural,48.31
Nusa Tenggara Timur,2010,Male,Urban,38.07
Nusa Tenggara Timur,2010,Male,Rural,45.1
Nusa Tenggara Timur,2010,Male,Urban+Rural,43.75
Nusa Tenggara Timur,2010,Female,Urban,38.36
Nusa Tenggara Timur,2010,Female,Rural,48.02
Nusa Tenggara Timur,2010,Female,Urban+Rural,46.14
Nusa Tenggara Timur,2011,Male,Urban,36.99
Nusa Tenggara Timur,2011,Male,Rural,38.57
Nusa Tenggara Timur,2011,Male,Urban+Rural,38.26
Nusa Tenggara Timur,2011,Female,Urban,41.91
Nusa Tenggara Timur,2011,Female,Rural,38.94
Nusa Tenggara Timur,2011,Female,Urban+Rural,41.32
Nusa Tenggara Timur,2012,Male,Urban,35.6
Nusa Tenggara Timur,2012,Male,Rural,36.49
Nusa Tenggara Timur,2012,Male,Urban+Rural,36.31
Nusa Tenggara Timur,2012,Female,Urban,37.5
Nusa Tenggara Timur,2012,Female,Rural,39.58
Nusa Tenggara Timur,2012,Female,Urban+Rural,39.17
Nusa Tenggara Timur,2013,Male,Urban,33.34210827
Nusa Tenggara Timur,2013,Male,Rural,34.37021111
Nusa Tenggara Timur,2013,Male,Urban+Rural,34.1647058
Nusa Tenggara Timur,2013,Female,Urban,37.79834337
Nusa Tenggara Timur,2013,Female,Rural,36.9998149
Nusa Tenggara Timur,2013,Female,Urban+Rural,37.15565147
Nusa Tenggara Timur,2014,Male,Urban,28.80233853
Nusa Tenggara Timur,2014,Male,Rural,33.33386771
Nusa Tenggara Timur,2014,Male,Urban+Rural,32.43178818
Nusa Tenggara Timur,2014,Female,Urban,29.69527453
Nusa Tenggara Timur,2014,Female,Rural,36.56732313
Nusa Tenggara Timur,2014,Female,Urban+Rural,35.23264655
Nusa Tenggara Timur,2015,Male,Urban,33.09758565
Nusa Tenggara Timur,2015,Male,Rural,36.65085815
Nusa Tenggara Timur,2015,Male,Urban+Rural,35.92825708
Nusa Tenggara Timur,2015,Female,Urban,34.76978191
Nusa Tenggara Timur,2015,Female,Rural,38.92703679
Nusa Tenggara Timur,2015,Female,Urban+Rural,38.1034041
Nusa Tenggara Timur,2016,Male,Urban,26.97407016
Nusa Tenggara Timur,2016,Male,Rural,31.06019553
Nusa Tenggara Timur,2016,Male,Urban+Rural,30.21244251
Nusa Tenggara Timur,2016,Female,Urban,30.26929534
Nusa Tenggara Timur,2016,Female,Rural,34.15366727
Nusa Tenggara Timur,2016,Female,Urban+Rural,33.372087
Nusa Tenggara Timur,2017,Male,Urban,36.53727758
Nusa Tenggara Timur,2017,Male,Rural,32.11957128
Nusa Tenggara Timur,2017,Male,Urban+Rural,33.08430682
Nusa Tenggara Timur,2017,Female,Urban,37.99173492
Nusa Tenggara Timur,2017,Female,Rural,36.21255599
Nusa Tenggara Timur,2017,Female,Urban+Rural,36.59287219
Nusa Tenggara Timur,2018,Male,Urban,33.60256669
Nusa Tenggara Timur,2018,Male,Rural,36.79183643
Nusa Tenggara Timur,2018,Male,Urban+Rural,36.05179241
Nusa Tenggara Timur,2018,Female,Urban,36.91939608
Nusa Tenggara Timur,2018,Female,Rural,40.03345767
Nusa Tenggara Timur,2018,Female,Urban+Rural,39.32731471
